,Target,Date,Month,Year,Town,Lat,Lon,Party,Institution
55,"Pertti Salolainen
",1,9,1979,Salo,60.38437360100001,23.126727127,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
56,"Pertti Salolainen
",,,1983,Salo,60.38437360100001,23.126727127,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
57,"Pertti Salolainen
",8,11,1988,Nurmes,63.544266312,29.132995571,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Nurmeksen museo
58,"Pertti Salolainen
",,,1978,Kankaanpää,61.803357693,22.39516256,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
59,"Pertti Salolainen
",,,1961,Salo,60.38437360100001,23.126727127,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
60,"Pertti Salolainen
",,,1930,Kerava,60.404868786,25.103548718000003,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Keravan museo
61,"Pertti Salolainen
",,,1945,Kerava,60.404868786,25.103548718000003,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Keravan museo
62,"Pertti Salolainen
",,,1947,Kerava,60.404868786,25.103548718000003,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Keravan museo
63,"Pertti Salolainen
",28,3,1972,Eura,61.130003763000005,22.135931764000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Satakunnan Museo
64,"Pertti Salolainen
",20,04,1958,Salo,60.38437360100001,23.126727127,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
65,"Pertti Salolainen
",30,9,1962,Pori,61.483726303000005,21.795900114000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Satakunnan Museo
66,"Pertti Salolainen
",,,1957,Pori,61.483726303000005,21.795900114000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Satakunnan Museo
67,"Pertti Salolainen
",,,1956,Pori,61.483726303000005,21.795900114000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Satakunnan Museo
68,"Pertti Salolainen
",20,04,1958,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
69,"Pertti Salolainen
",,,1971,Salo,60.38437360100001,23.126727127,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
70,"Pertti Salolainen
",,,1976,Salo,60.38437360100001,23.126727127,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Kymenlaakson museo/KyM
71,"Riitta Uosukainen
",7,2,1996,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
72,"Riitta Uosukainen
",8,2,1994,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
73,"Riitta Uosukainen
",14,3,1995,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
74,"Riitta Uosukainen
",6,2,1996,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
75,"Riitta Uosukainen
",20,9,1995,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
76,"Riitta Uosukainen
",22,05,1991,Vantaa,60.298133721000006,25.006641331999997,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Helsingin yliopistomuseo
77,"Riitta Uosukainen
",29,3,1995,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
78,"Riitta Uosukainen
",8,2,1994,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
79,"Riitta Uosukainen
",8,2,1994,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
80,"Iiro Viinanen
",30,1,1995,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
81,"Iiro Viinanen
",30,1,1995,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
82,"Iiro Viinanen
",,,1990,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
83,"Iiro Viinanen
",29,5,1992,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Kymenlaakson museo/KyM
84,"Iiro Viinanen
",,,1992,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
85,"Iiro Viinanen
",,,1991,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
86,"Iiro Viinanen
",,,1992,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
87,"Iiro Viinanen
",,,1992,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
88,"Iiro Viinanen
",,,1992,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
89,"Iiro Viinanen
",30,1,1995,Riihimäki,60.736737225,24.775321449,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
90,"Iiro Viinanen
",,,1995,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
91,"Iiro Viinanen
",30,1,1995,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
92,"Iiro Viinanen
",30,1,1995,Riihimäki,60.736737225,24.775321449,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
93,"Iiro Viinanen
",30,1,1995,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
94,"Iiro Viinanen
",30,1,1995,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
95,"Iiro Viinanen
",,,2003,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
96,"Iiro Viinanen
",28,1,2015,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
97,"Iiro Viinanen
",30,1,1995,Riihimäki,60.736737225,24.775321449,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
98,"Iiro Viinanen
",15,10,1991,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Kansan Arkisto
99,"Ilkka Suominen
",10,2,1993,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
100,"Ilkka Suominen
",3,4,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
101,"Ilkka Suominen
",3,4,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
102,"Ilkka Suominen
",3,4,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
103,"Ilkka Suominen
",2,8,1989,Kemi,65.733635445,24.56341556,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
104,"Ilkka Suominen
",2,7,1989,Kemi,65.733635445,24.56341556,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
105,"Ilkka Suominen
",29,6,1989,Joutsa,61.74027126,26.110981259000003,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
106,"Ilkka Suominen
",1,7,1989,Kemi,65.733635445,24.56341556,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
107,"Ilkka Suominen
",2,7,1989,Kemi,65.733635445,24.56341556,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
108,"Ilkka Suominen
",1,7,1989,Kemi,65.733635445,24.56341556,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
109,"Ilkka Suominen
",1,7,1989,Kemi,65.733635445,24.56341556,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
110,"Ilkka Suominen
",17,2,1987,Nurmes,63.544266312,29.132995571,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Nurmeksen museo
111,"Ilkka Suominen
",28,10,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
112,"Ilkka Suominen
",,,1980,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
113,"Ilkka Suominen
",28,10,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
114,"Ilkka Suominen
",28,10,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
115,"Ilkka Suominen
",28,10,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
116,"Ilkka Suominen
",28,10,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
117,"Ilkka Suominen
",28,3,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
118,"Ilkka Suominen
",,,2003,Ii,65.322611335,25.374983789,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
119,"Ilkka Suominen
",23,5,1968,Marttila,60.585411971999996,22.898967271999997,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Nurmijärven museo
120,"Ilkka Suominen
",06,03,1965,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
121,"Ilkka Suominen
",4,4,1980,Pohja,60.096849844,23.525842,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Suomen Siirtolaisuusmuseo
122,"Ilkka Suominen
",,,1986,Kangasala,61.463200572,24.067165047,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
123,"Ilkka Suominen
",,,1983,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
124,"Ilkka Suominen
",,,1994,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
125,"Ilkka Suominen
",,,1932,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
126,"Ilkka Suominen
",,,1932,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
127,"Ilkka Suominen
",,,1979,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
128,"Ilkka Suominen
",,,1977,Heinävesi,62.425985285,28.629432601999998,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
129,"Ilkka Suominen
",29,11,2016,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
130,"Ilkka Suominen
",,,1979,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
131,"Ilkka Suominen
",17,12,1942,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
132,"Ilkka Suominen
",,,1977,Heinävesi,62.425985285,28.629432601999998,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
133,"Ilkka Suominen
",,,1977,Heinävesi,62.425985285,28.629432601999998,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
134,"Ilkka Suominen
",,,1945,Ilmajoki,62.733541323999994,22.577475531999998,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
135,"Ilkka Suominen
",,,1977,Heinävesi,62.425985285,28.629432601999998,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
136,"Ilkka Suominen
",,,1910,Seinäjoki,62.786662897,22.842279603,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
137,"Ilkka Suominen
",,,1977,Heinävesi,62.425985285,28.629432601999998,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
138,"Ilkka Suominen
",10,10,1962,Turku,60.451690351,22.266866666,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Turun museokeskus
139,"Ilkka Suominen
",16,7,2008,Aura,60.64659184600001,22.588991955,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Satakunnan Museo
140,"Ilkka Suominen
",19,07,1949,Tuupovaara,62.485833164,30.617328748000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
141,"Ilkka Suominen
",,,1979,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
142,"Ilkka Suominen
",,,1976,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
143,"Ilkka Suominen
",,,1976,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
144,"Ilkka Suominen
",,,1997,Asikkala,61.172512361,25.549142484,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",PÄIJÄT-HÄMEEN MAAKUNTAMUSEO/PHM
145,"Ilkka Suominen
",,,1918,Ikaalinen,61.768251116,23.074590925,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
146,"Ilkka Suominen
",,,1977,Heinävesi,62.425985285,28.629432601999998,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
147,"Ilkka Suominen
",,,1979,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
148,"Ilkka Suominen
",,,1977,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
149,"Ilkka Suominen
",,,1974,Ilmajoki,62.733541323999994,22.577475531999998,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
150,"Ilkka Suominen
",,,1978,Tammela,60.808134311,23.760277513000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
151,"Ilkka Suominen
",,,1938,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
152,"Ilkka Suominen
",,,1979,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
153,"Ilkka Suominen
",,,1977,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
154,"Ilkka Suominen
",,,1976,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
155,"Ilkka Suominen
",,,1978,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
156,"Ilkka Suominen
",,,1979,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
157,"Ilkka Suominen
",,,1977,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
158,"Ilkka Suominen
",,,1976,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
159,"Ilkka Suominen
",10,8,1992,Uusikaupunki,60.801207736,21.407727115,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Kymenlaakson museo/KyM
160,"Ilkka Suominen
",,,1978,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
161,"Ilkka Suominen
",,,1975,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
162,"Ilkka Suominen
",,,1991,Kaskinen,62.382871885,21.225392339000003,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
163,"Ilkka Suominen
",,,1977,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
164,"Ilkka Suominen
",,,1978,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
165,"Ilkka Suominen
",,,1938,Helsinki,60.166640738999995,24.943536799,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
166,"Ilkka Suominen
",,,1977,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
167,"Ilkka Suominen
",,,1977,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
168,"Ilkka Suominen
",,,1977,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
169,"Ilkka Suominen
",,,1979,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
170,"Ilkka Suominen
",,,1979,Tampere,61.49774257,23.761290078000002,"Kansallisen Kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
